"initial_alias","converted_alias","name","description","namespace"
"55786","55786","ZNF415","zinc finger protein 415 [Source:HGNC Symbol;Acc:HGNC:20636]","ENTREZGENE_ACC"
"7748","7748","ZNF195","zinc finger protein 195 [Source:HGNC Symbol;Acc:HGNC:12986]","ENTREZGENE_ACC"
"80331","80331","DNAJC5","DnaJ heat shock protein family (Hsp40) member C5 [Source:HGNC Symbol;Acc:HGNC:16235]","ENTREZGENE_ACC"
"128637","128637","TBC1D20","TBC1 domain family member 20 [Source:HGNC Symbol;Acc:HGNC:16133]","ENTREZGENE_ACC"
"84061","84061","MAGT1","magnesium transporter 1 [Source:HGNC Symbol;Acc:HGNC:28880]","ENTREZGENE_ACC"
"10595","10595","ERN2","endoplasmic reticulum to nucleus signaling 2 [Source:HGNC Symbol;Acc:HGNC:16942]","ENTREZGENE_ACC"
"83849","83849","SYT15","synaptotagmin 15 [Source:HGNC Symbol;Acc:HGNC:17167]","ENTREZGENE_ACC"
"23551","23551","RASD2","RASD family member 2 [Source:HGNC Symbol;Acc:HGNC:18229]","ENTREZGENE_ACC"
"51127","51127","TRIM17","tripartite motif containing 17 [Source:HGNC Symbol;Acc:HGNC:13430]","ENTREZGENE_ACC"
"79659","79659","DYNC2H1","dynein cytoplasmic 2 heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2962]","ENTREZGENE_ACC"
"8347","8347","H2BC4","H2B clustered histone 4 [Source:HGNC Symbol;Acc:HGNC:4757]","ENTREZGENE_ACC"
"2588","2588","GALNS","galactosamine (N-acetyl)-6-sulfatase [Source:HGNC Symbol;Acc:HGNC:4122]","ENTREZGENE_ACC"
"54887","54887","UHRF1BP1","UHRF1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:21216]","ENTREZGENE_ACC"
"159","159","ADSS2","adenylosuccinate synthase 2 [Source:HGNC Symbol;Acc:HGNC:292]","ENTREZGENE_ACC"
"90321","90321","ZNF766","zinc finger protein 766 [Source:HGNC Symbol;Acc:HGNC:28063]","ENTREZGENE_ACC"
"5396","5396","PRRX1","paired related homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9142]","ENTREZGENE_ACC"
"5205","5205","ATP8B1","ATPase phospholipid transporting 8B1 [Source:HGNC Symbol;Acc:HGNC:3706]","ENTREZGENE_ACC"
"55280","55280","CWF19L1","CWF19 like cell cycle control factor 1 [Source:HGNC Symbol;Acc:HGNC:25613]","ENTREZGENE_ACC"
"23635","23635","SSBP2","single stranded DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15831]","ENTREZGENE_ACC"
"80755","80755","AARSD1","alanyl-tRNA synthetase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28417]","ENTREZGENE_ACC"
"388650","388650","DIPK1A","divergent protein kinase domain 1A [Source:HGNC Symbol;Acc:HGNC:32213]","ENTREZGENE_ACC"
"6227","6227","RPS21","ribosomal protein S21 [Source:HGNC Symbol;Acc:HGNC:10409]","ENTREZGENE_ACC"
"23293","23293","SMG6","SMG6 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:17809]","ENTREZGENE_ACC"
"23623","23623","RUSC1","RUN and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17153]","ENTREZGENE_ACC"
"26470","26470","SEZ6L2","seizure related 6 homolog like 2 [Source:HGNC Symbol;Acc:HGNC:30844]","ENTREZGENE_ACC"
"4952","4952","OCRL","OCRL inositol polyphosphate-5-phosphatase [Source:HGNC Symbol;Acc:HGNC:8108]","ENTREZGENE_ACC"
"4983","4983","OPHN1","oligophrenin 1 [Source:HGNC Symbol;Acc:HGNC:8148]","ENTREZGENE_ACC"
"2530","2530","FUT8","fucosyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:4019]","ENTREZGENE_ACC"
"81932","81932","HDHD3","haloacid dehalogenase like hydrolase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28171]","ENTREZGENE_ACC"
"100885850","100885850","PTGES3L-AARSD1","PTGES3L-AARSD1 readthrough [Source:HGNC Symbol;Acc:HGNC:43946]","ENTREZGENE_ACC"
"10295","10295","BCKDK","branched chain keto acid dehydrogenase kinase [Source:HGNC Symbol;Acc:HGNC:16902]","ENTREZGENE_ACC"
"6902","6902","TBCA","tubulin folding cofactor A [Source:HGNC Symbol;Acc:HGNC:11579]","ENTREZGENE_ACC"
"1107","1107","CHD3","chromodomain helicase DNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:1918]","ENTREZGENE_ACC"
"6872","6872","TAF1","TATA-box binding protein associated factor 1 [Source:HGNC Symbol;Acc:HGNC:11535]","ENTREZGENE_ACC"
"55054","55054","ATG16L1","autophagy related 16 like 1 [Source:HGNC Symbol;Acc:HGNC:21498]","ENTREZGENE_ACC"
"23355","23355","VPS8","VPS8 subunit of CORVET complex [Source:HGNC Symbol;Acc:HGNC:29122]","ENTREZGENE_ACC"
"373","373","TRIM23","tripartite motif containing 23 [Source:HGNC Symbol;Acc:HGNC:660]","ENTREZGENE_ACC"
"6484","6484","ST3GAL4","ST3 beta-galactoside alpha-2,3-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:10864]","ENTREZGENE_ACC"
"65003","65003","MRPL11","mitochondrial ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:14042]","ENTREZGENE_ACC"
"128240","128240","NAXE","NAD(P)HX epimerase [Source:HGNC Symbol;Acc:HGNC:18453]","ENTREZGENE_ACC"
"161882","161882","ZFPM1","zinc finger protein, FOG family member 1 [Source:HGNC Symbol;Acc:HGNC:19762]","ENTREZGENE_ACC"
"79809","79809","TTC21B","tetratricopeptide repeat domain 21B [Source:HGNC Symbol;Acc:HGNC:25660]","ENTREZGENE_ACC"
"9086","9086","EIF1AY","eukaryotic translation initiation factor 1A Y-linked [Source:HGNC Symbol;Acc:HGNC:3252]","ENTREZGENE_ACC"
"23085","23085","ERC1","ELKS/RAB6-interacting/CAST family member 1 [Source:HGNC Symbol;Acc:HGNC:17072]","ENTREZGENE_ACC"
"10605","10605","PAIP1","poly(A) binding protein interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16945]","ENTREZGENE_ACC"
"5916","5916","RARG","retinoic acid receptor gamma [Source:HGNC Symbol;Acc:HGNC:9866]","ENTREZGENE_ACC"
"51028","51028","VPS36","vacuolar protein sorting 36 homolog [Source:HGNC Symbol;Acc:HGNC:20312]","ENTREZGENE_ACC"
"57129","57129","MRPL47","mitochondrial ribosomal protein L47 [Source:HGNC Symbol;Acc:HGNC:16652]","ENTREZGENE_ACC"
"347902","347902","AMIGO2","adhesion molecule with Ig like domain 2 [Source:HGNC Symbol;Acc:HGNC:24073]","ENTREZGENE_ACC"
"57703","57703","CWC22","CWC22 spliceosome associated protein homolog [Source:HGNC Symbol;Acc:HGNC:29322]","ENTREZGENE_ACC"
"3842","3842","TNPO1","transportin 1 [Source:HGNC Symbol;Acc:HGNC:6401]","ENTREZGENE_ACC"
"2521","2521","FUS","FUS RNA binding protein [Source:HGNC Symbol;Acc:HGNC:4010]","ENTREZGENE_ACC"
"10717","10717","AP4B1","adaptor related protein complex 4 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:572]","ENTREZGENE_ACC"
"338773","338773","TMEM119","transmembrane protein 119 [Source:HGNC Symbol;Acc:HGNC:27884]","ENTREZGENE_ACC"
"3052","3052","HCCS","holocytochrome c synthase [Source:HGNC Symbol;Acc:HGNC:4837]","ENTREZGENE_ACC"
"9208","9208","LRRFIP1","LRR binding FLII interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:6702]","ENTREZGENE_ACC"
"37","37","ACADVL","acyl-CoA dehydrogenase very long chain [Source:HGNC Symbol;Acc:HGNC:92]","ENTREZGENE_ACC"
"10477","10477","UBE2E3","ubiquitin conjugating enzyme E2 E3 [Source:HGNC Symbol;Acc:HGNC:12479]","ENTREZGENE_ACC"
"3163","3163","HMOX2","heme oxygenase 2 [Source:HGNC Symbol;Acc:HGNC:5014]","ENTREZGENE_ACC"
"10845","10845","CLPX","caseinolytic mitochondrial matrix peptidase chaperone subunit X [Source:HGNC Symbol;Acc:HGNC:2088]","ENTREZGENE_ACC"
"51070","51070","NOSIP","nitric oxide synthase interacting protein [Source:HGNC Symbol;Acc:HGNC:17946]","ENTREZGENE_ACC"
"5694","5694","PSMB6","proteasome 20S subunit beta 6 [Source:HGNC Symbol;Acc:HGNC:9543]","ENTREZGENE_ACC"
"23463","23463","ICMT","isoprenylcysteine carboxyl methyltransferase [Source:HGNC Symbol;Acc:HGNC:5350]","ENTREZGENE_ACC"
"6541","6541","SLC7A1","solute carrier family 7 member 1 [Source:HGNC Symbol;Acc:HGNC:11057]","ENTREZGENE_ACC"
"55333","55333","SYNJ2BP","synaptojanin 2 binding protein [Source:HGNC Symbol;Acc:HGNC:18955]","ENTREZGENE_ACC"
"8767","8767","RIPK2","receptor interacting serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:10020]","ENTREZGENE_ACC"
"6836","6836","SURF4","surfeit 4 [Source:HGNC Symbol;Acc:HGNC:11476]","ENTREZGENE_ACC"
"51347","51347","TAOK3","TAO kinase 3 [Source:HGNC Symbol;Acc:HGNC:18133]","ENTREZGENE_ACC"
"908","908","CCT6A","chaperonin containing TCP1 subunit 6A [Source:HGNC Symbol;Acc:HGNC:1620]","ENTREZGENE_ACC"
"55357","55357","TBC1D2","TBC1 domain family member 2 [Source:HGNC Symbol;Acc:HGNC:18026]","ENTREZGENE_ACC"
"2865","2865","FFAR3","free fatty acid receptor 3 [Source:HGNC Symbol;Acc:HGNC:4499]","ENTREZGENE_ACC"
"23584","23584","VSIG2","V-set and immunoglobulin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17149]","ENTREZGENE_ACC"
"10466","10466","COG5","component of oligomeric golgi complex 5 [Source:HGNC Symbol;Acc:HGNC:14857]","ENTREZGENE_ACC"
"10084","10084","PQBP1","polyglutamine binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9330]","ENTREZGENE_ACC"
"58513","58513","EPS15L1","epidermal growth factor receptor pathway substrate 15 like 1 [Source:HGNC Symbol;Acc:HGNC:24634]","ENTREZGENE_ACC"
"7919","7919","DDX39B","DExD-box helicase 39B [Source:HGNC Symbol;Acc:HGNC:13917]","ENTREZGENE_ACC"
"83694","83694","RPS6KL1","ribosomal protein S6 kinase like 1 [Source:HGNC Symbol;Acc:HGNC:20222]","ENTREZGENE_ACC"
"729852","729852","UMAD1","UBAP1-MVB12-associated (UMA) domain containing 1 [Source:HGNC Symbol;Acc:HGNC:48955]","ENTREZGENE_ACC"
"6195","6195","RPS6KA1","ribosomal protein S6 kinase A1 [Source:HGNC Symbol;Acc:HGNC:10430]","ENTREZGENE_ACC"
"10096","10096","ACTR3","actin related protein 3 [Source:HGNC Symbol;Acc:HGNC:170]","ENTREZGENE_ACC"
"79016","79016","DDA1","DET1 and DDB1 associated 1 [Source:HGNC Symbol;Acc:HGNC:28360]","ENTREZGENE_ACC"
"9520","9520","NPEPPS","aminopeptidase puromycin sensitive [Source:HGNC Symbol;Acc:HGNC:7900]","ENTREZGENE_ACC"
"84669","84669","USP32","ubiquitin specific peptidase 32 [Source:HGNC Symbol;Acc:HGNC:19143]","ENTREZGENE_ACC"
"8773","8773","SNAP23","synaptosome associated protein 23 [Source:HGNC Symbol;Acc:HGNC:11131]","ENTREZGENE_ACC"
"51035","51035","UBXN1","UBX domain protein 1 [Source:HGNC Symbol;Acc:HGNC:18402]","ENTREZGENE_ACC"
"147657","147657","ZNF480","zinc finger protein 480 [Source:HGNC Symbol;Acc:HGNC:23305]","ENTREZGENE_ACC"
"200014","200014","CC2D1B","coiled-coil and C2 domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29386]","ENTREZGENE_ACC"
"51264","51264","MRPL27","mitochondrial ribosomal protein L27 [Source:HGNC Symbol;Acc:HGNC:14483]","ENTREZGENE_ACC"
"22797","22797","TFEC","transcription factor EC [Source:HGNC Symbol;Acc:HGNC:11754]","ENTREZGENE_ACC"
"57551","57551","TAOK1","TAO kinase 1 [Source:HGNC Symbol;Acc:HGNC:29259]","ENTREZGENE_ACC"
"4292","4292","MLH1","mutL homolog 1 [Source:HGNC Symbol;Acc:HGNC:7127]","ENTREZGENE_ACC"
"57447","57447","NDRG2","NDRG family member 2 [Source:HGNC Symbol;Acc:HGNC:14460]","ENTREZGENE_ACC"
"4552","4552","MTRR","5-methyltetrahydrofolate-homocysteine methyltransferase reductase [Source:HGNC Symbol;Acc:HGNC:7473]","ENTREZGENE_ACC"
"9908","9908","G3BP2","G3BP stress granule assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:30291]","ENTREZGENE_ACC"
"2135","2135","EXTL2","exostosin like glycosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:3516]","ENTREZGENE_ACC"
"9382","9382","COG1","component of oligomeric golgi complex 1 [Source:HGNC Symbol;Acc:HGNC:6545]","ENTREZGENE_ACC"
"284129","284129","SLC26A11","solute carrier family 26 member 11 [Source:HGNC Symbol;Acc:HGNC:14471]","ENTREZGENE_ACC"
"9851","9851","KIAA0753","KIAA0753 [Source:HGNC Symbol;Acc:HGNC:29110]","ENTREZGENE_ACC"
"284352","284352","PPP1R37","protein phosphatase 1 regulatory subunit 37 [Source:HGNC Symbol;Acc:HGNC:27607]","ENTREZGENE_ACC"
"51107","51107","APH1A","aph-1 homolog A, gamma-secretase subunit [Source:HGNC Symbol;Acc:HGNC:29509]","ENTREZGENE_ACC"
"132720","132720","FAM241A","family with sequence similarity 241 member A [Source:HGNC Symbol;Acc:HGNC:26813]","ENTREZGENE_ACC"
"5863","5863","RGL2","ral guanine nucleotide dissociation stimulator like 2 [Source:HGNC Symbol;Acc:HGNC:9769]","ENTREZGENE_ACC"
"6120","6120","RPE","ribulose-5-phosphate-3-epimerase [Source:HGNC Symbol;Acc:HGNC:10293]","ENTREZGENE_ACC"
"9777","9777","TM9SF4","transmembrane 9 superfamily member 4 [Source:HGNC Symbol;Acc:HGNC:30797]","ENTREZGENE_ACC"
"116843","116843","SLC18B1","solute carrier family 18 member B1 [Source:HGNC Symbol;Acc:HGNC:21573]","ENTREZGENE_ACC"
"9874","9874","TLK1","tousled like kinase 1 [Source:HGNC Symbol;Acc:HGNC:11841]","ENTREZGENE_ACC"
"6293","6293","VPS52","VPS52 subunit of GARP complex [Source:HGNC Symbol;Acc:HGNC:10518]","ENTREZGENE_ACC"
"201965","201965","RWDD4","RWD domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23750]","ENTREZGENE_ACC"
"1603","1603","DAD1","defender against cell death 1 [Source:HGNC Symbol;Acc:HGNC:2664]","ENTREZGENE_ACC"
"6431","6431","SRSF6","serine and arginine rich splicing factor 6 [Source:HGNC Symbol;Acc:HGNC:10788]","ENTREZGENE_ACC"
"26093","26093","CCDC9","coiled-coil domain containing 9 [Source:HGNC Symbol;Acc:HGNC:24560]","ENTREZGENE_ACC"
"84232","84232","MAF1","MAF1 homolog, negative regulator of RNA polymerase III [Source:HGNC Symbol;Acc:HGNC:24966]","ENTREZGENE_ACC"
"2653","2653","GCSH","glycine cleavage system protein H [Source:HGNC Symbol;Acc:HGNC:4208]","ENTREZGENE_ACC"
"9990","9990","SLC12A6","solute carrier family 12 member 6 [Source:HGNC Symbol;Acc:HGNC:10914]","ENTREZGENE_ACC"
"54949","54949","SDHAF2","succinate dehydrogenase complex assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:26034]","ENTREZGENE_ACC"
"116362","116362","RBP7","retinol binding protein 7 [Source:HGNC Symbol;Acc:HGNC:30316]","ENTREZGENE_ACC"
"54935","54935","DUSP23","dual specificity phosphatase 23 [Source:HGNC Symbol;Acc:HGNC:21480]","ENTREZGENE_ACC"
"5433","5433","POLR2D","RNA polymerase II subunit D [Source:HGNC Symbol;Acc:HGNC:9191]","ENTREZGENE_ACC"
"84247","84247","RTL6","retrotransposon Gag like 6 [Source:HGNC Symbol;Acc:HGNC:13343]","ENTREZGENE_ACC"
"23215","23215","PRRC2C","proline rich coiled-coil 2C [Source:HGNC Symbol;Acc:HGNC:24903]","ENTREZGENE_ACC"
"387680","387680","WASHC2A","WASH complex subunit 2A [Source:HGNC Symbol;Acc:HGNC:23416]","ENTREZGENE_ACC"
"65095","65095","KRI1","KRI1 homolog [Source:HGNC Symbol;Acc:HGNC:25769]","ENTREZGENE_ACC"
"689","689","BTF3","basic transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:1125]","ENTREZGENE_ACC"
"55230","55230","USP40","ubiquitin specific peptidase 40 [Source:HGNC Symbol;Acc:HGNC:20069]","ENTREZGENE_ACC"
"60412","60412","EXOC4","exocyst complex component 4 [Source:HGNC Symbol;Acc:HGNC:30389]","ENTREZGENE_ACC"
"50855","50855","PARD6A","par-6 family cell polarity regulator alpha [Source:HGNC Symbol;Acc:HGNC:15943]","ENTREZGENE_ACC"
"57658","57658","CALCOCO1","calcium binding and coiled-coil domain 1 [Source:HGNC Symbol;Acc:HGNC:29306]","ENTREZGENE_ACC"
"57787","57787","MARK4","microtubule affinity regulating kinase 4 [Source:HGNC Symbol;Acc:HGNC:13538]","ENTREZGENE_ACC"
"2819","2819","GPD1","glycerol-3-phosphate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:4455]","ENTREZGENE_ACC"
"92799","92799","SHKBP1","SH3KBP1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19214]","ENTREZGENE_ACC"
"10523","10523","CHERP","calcium homeostasis endoplasmic reticulum protein [Source:HGNC Symbol;Acc:HGNC:16930]","ENTREZGENE_ACC"
"137682","137682","NDUFAF6","NADH:ubiquinone oxidoreductase complex assembly factor 6 [Source:HGNC Symbol;Acc:HGNC:28625]","ENTREZGENE_ACC"
"146206","146206","CARMIL2","capping protein regulator and myosin 1 linker 2 [Source:HGNC Symbol;Acc:HGNC:27089]","ENTREZGENE_ACC"
"8887","8887","TAX1BP1","Tax1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11575]","ENTREZGENE_ACC"
"85465","85465","SELENOI","selenoprotein I [Source:HGNC Symbol;Acc:HGNC:29361]","ENTREZGENE_ACC"
"55319","55319","TMA16","translation machinery associated 16 homolog [Source:HGNC Symbol;Acc:HGNC:25638]","ENTREZGENE_ACC"
"9955","9955","HS3ST3A1","heparan sulfate-glucosamine 3-sulfotransferase 3A1 [Source:HGNC Symbol;Acc:HGNC:5196]","ENTREZGENE_ACC"
"708","708","C1QBP","complement C1q binding protein [Source:HGNC Symbol;Acc:HGNC:1243]","ENTREZGENE_ACC"
"375484","375484","SIMC1","SUMO interacting motifs containing 1 [Source:HGNC Symbol;Acc:HGNC:24779]","ENTREZGENE_ACC"
"753","753","LDLRAD4","low density lipoprotein receptor class A domain containing 4 [Source:HGNC Symbol;Acc:HGNC:1224]","ENTREZGENE_ACC"
"8439","8439","NSMAF","neutral sphingomyelinase activation associated factor [Source:HGNC Symbol;Acc:HGNC:8017]","ENTREZGENE_ACC"
"1856","1856","DVL2","dishevelled segment polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:3086]","ENTREZGENE_ACC"
"374393","374393","FAM111B","FAM111 trypsin like peptidase B [Source:HGNC Symbol;Acc:HGNC:24200]","ENTREZGENE_ACC"
"56950","56950","SMYD2","SET and MYND domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20982]","ENTREZGENE_ACC"
"84293","84293","PRXL2A","peroxiredoxin like 2A [Source:HGNC Symbol;Acc:HGNC:28651]","ENTREZGENE_ACC"
"55151","55151","TMEM38B","transmembrane protein 38B [Source:HGNC Symbol;Acc:HGNC:25535]","ENTREZGENE_ACC"
"4351","4351","MPI","mannose phosphate isomerase [Source:HGNC Symbol;Acc:HGNC:7216]","ENTREZGENE_ACC"
"26515","26515","TIMM10B","translocase of inner mitochondrial membrane 10B [Source:HGNC Symbol;Acc:HGNC:4022]","ENTREZGENE_ACC"
"27249","27249","MMADHC","metabolism of cobalamin associated D [Source:HGNC Symbol;Acc:HGNC:25221]","ENTREZGENE_ACC"
"56889","56889","TM9SF3","transmembrane 9 superfamily member 3 [Source:HGNC Symbol;Acc:HGNC:21529]","ENTREZGENE_ACC"
"8896","8896","BUD31","BUD31 homolog [Source:HGNC Symbol;Acc:HGNC:29629]","ENTREZGENE_ACC"
"4726","4726","NDUFS6","NADH:ubiquinone oxidoreductase subunit S6 [Source:HGNC Symbol;Acc:HGNC:7713]","ENTREZGENE_ACC"
"84514","84514","GHDC","GH3 domain containing [Source:HGNC Symbol;Acc:HGNC:24438]","ENTREZGENE_ACC"
"8888","8888","MCM3AP","minichromosome maintenance complex component 3 associated protein [Source:HGNC Symbol;Acc:HGNC:6946]","ENTREZGENE_ACC"
"57128","57128","LYRM4","LYR motif containing 4 [Source:HGNC Symbol;Acc:HGNC:21365]","ENTREZGENE_ACC"
"10367","10367","MICU1","mitochondrial calcium uptake 1 [Source:HGNC Symbol;Acc:HGNC:1530]","ENTREZGENE_ACC"
"5098","5098","PCDHGC3","protocadherin gamma subfamily C, 3 [Source:HGNC Symbol;Acc:HGNC:8716]","ENTREZGENE_ACC"
"1499","1499","CTNNB1","catenin beta 1 [Source:HGNC Symbol;Acc:HGNC:2514]","ENTREZGENE_ACC"
"51244","51244","CCDC174","coiled-coil domain containing 174 [Source:HGNC Symbol;Acc:HGNC:28033]","ENTREZGENE_ACC"
"55848","55848","PLGRKT","plasminogen receptor with a C-terminal lysine [Source:HGNC Symbol;Acc:HGNC:23633]","ENTREZGENE_ACC"
"8228","8228","PNPLA4","patatin like phospholipase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24887]","ENTREZGENE_ACC"
"25957","25957","PNISR","PNN interacting serine and arginine rich protein [Source:HGNC Symbol;Acc:HGNC:21222]","ENTREZGENE_ACC"
"1612","1612","DAPK1","death associated protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:2674]","ENTREZGENE_ACC"
"84079","84079","ANKRD27","ankyrin repeat domain 27 [Source:HGNC Symbol;Acc:HGNC:25310]","ENTREZGENE_ACC"
"147040","147040","KCTD11","potassium channel tetramerization domain containing 11 [Source:HGNC Symbol;Acc:HGNC:21302]","ENTREZGENE_ACC"
"128346","128346","C1orf162","chromosome 1 open reading frame 162 [Source:HGNC Symbol;Acc:HGNC:28344]","ENTREZGENE_ACC"
"23567","23567","ZNF346","zinc finger protein 346 [Source:HGNC Symbol;Acc:HGNC:16403]","ENTREZGENE_ACC"
"164091","164091","PAQR7","progestin and adipoQ receptor family member 7 [Source:HGNC Symbol;Acc:HGNC:23146]","ENTREZGENE_ACC"
"868","868","CBLB","Cbl proto-oncogene B [Source:HGNC Symbol;Acc:HGNC:1542]","ENTREZGENE_ACC"
"58525","58525","WIZ","WIZ zinc finger [Source:HGNC Symbol;Acc:HGNC:30917]","ENTREZGENE_ACC"
"65975","65975","STK33","serine/threonine kinase 33 [Source:HGNC Symbol;Acc:HGNC:14568]","ENTREZGENE_ACC"
"342184","342184","FMN1","formin 1 [Source:HGNC Symbol;Acc:HGNC:3768]","ENTREZGENE_ACC"
"10155","10155","TRIM28","tripartite motif containing 28 [Source:HGNC Symbol;Acc:HGNC:16384]","ENTREZGENE_ACC"
"85395","85395","FAM207A","family with sequence similarity 207 member A [Source:HGNC Symbol;Acc:HGNC:15811]","ENTREZGENE_ACC"
"9475","9475","ROCK2","Rho associated coiled-coil containing protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:10252]","ENTREZGENE_ACC"
"9326","9326","ZNHIT3","zinc finger HIT-type containing 3 [Source:HGNC Symbol;Acc:HGNC:12309]","ENTREZGENE_ACC"
"29959","29959","NRBP1","nuclear receptor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:7993]","ENTREZGENE_ACC"
"162972","162972","ZNF550","zinc finger protein 550 [Source:HGNC Symbol;Acc:HGNC:28643]","ENTREZGENE_ACC"
"1062","1062","CENPE","centromere protein E [Source:HGNC Symbol;Acc:HGNC:1856]","ENTREZGENE_ACC"
"199777","199777","ZNF626","zinc finger protein 626 [Source:HGNC Symbol;Acc:HGNC:30461]","ENTREZGENE_ACC"
"5464","5464","PPA1","inorganic pyrophosphatase 1 [Source:HGNC Symbol;Acc:HGNC:9226]","ENTREZGENE_ACC"
"6051","6051","RNPEP","arginyl aminopeptidase [Source:HGNC Symbol;Acc:HGNC:10078]","ENTREZGENE_ACC"
"8535","8535","CBX4","chromobox 4 [Source:HGNC Symbol;Acc:HGNC:1554]","ENTREZGENE_ACC"
"29763","29763","PACSIN3","protein kinase C and casein kinase substrate in neurons 3 [Source:HGNC Symbol;Acc:HGNC:8572]","ENTREZGENE_ACC"
"22807","22807","IKZF2","IKAROS family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:13177]","ENTREZGENE_ACC"
"27339","27339","PRPF19","pre-mRNA processing factor 19 [Source:HGNC Symbol;Acc:HGNC:17896]","ENTREZGENE_ACC"
"51386","51386","EIF3L","eukaryotic translation initiation factor 3 subunit L [Source:HGNC Symbol;Acc:HGNC:18138]","ENTREZGENE_ACC"
"8891","8891","EIF2B3","eukaryotic translation initiation factor 2B subunit gamma [Source:HGNC Symbol;Acc:HGNC:3259]","ENTREZGENE_ACC"
"54943","54943","DNAJC28","DnaJ heat shock protein family (Hsp40) member C28 [Source:HGNC Symbol;Acc:HGNC:1297]","ENTREZGENE_ACC"
"6311","6311","ATXN2","ataxin 2 [Source:HGNC Symbol;Acc:HGNC:10555]","ENTREZGENE_ACC"
"54826","54826","GIN1","gypsy retrotransposon integrase 1 [Source:HGNC Symbol;Acc:HGNC:25959]","ENTREZGENE_ACC"
"55565","55565","ZNF821","zinc finger protein 821 [Source:HGNC Symbol;Acc:HGNC:28043]","ENTREZGENE_ACC"
"387921","387921","NHLRC3","NHL repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:33751]","ENTREZGENE_ACC"
"51122","51122","COMMD2","COMM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24993]","ENTREZGENE_ACC"
